uniprot,protein_names,gene_names,WT_p_value,WT_Effect_size,CKO_p_value,CKO_Effect_size,Genotype_p_value,Genotype_Effect_size,Gender_p_value,Genotype_Effect_size
Q9DCU6,"39S ribosomal protein L4, mitochondrial",Mrpl4,0.9107,0.006841,0.2878,0.06704,0.5583,-0.06097,0.7933,0.04249
Q9DCV4,Regulator of microtubule dynamics protein 1,Rmdn1,0.3041,-0.06266,0.6466,-0.02892,0.2044,-0.1322,0.6662,0.06995
Q9DCW4,Electron transfer flavoprotein subunit beta,Etfb,0.8802,0.009189,0.5142,-0.04115,0.0998,-0.1714,0.7324,-0.05545
Q9DCX2,"ATP synthase subunit d, mitochondrial",Atp5h,0.6599,0.02683,0.9342,0.005208,0.9888,-0.001456,0.6353,-0.07691
Q9DCZ1,GMP reductase 1,Gmpr,0.4631,-0.04474,0.5456,-0.03812,0.1661,-0.1442,0.2009,0.2074
Q9DCZ4,Apolipoprotein O,Apoo,0.3673,0.05497,0.7901,0.01679,0.1447,-0.1519,0.3599,-0.1485
Q9DD02,Protein Hikeshi,L7rn6,0.9979,0.0001617,0.1523,0.09029,0.0567,-0.1985,0.7573,-0.05012
Q9DD03,Ras-related protein Rab-13,Rab13,0.5666,0.03494,0.9209,-0.006264,0.2481,-0.1203,0.8025,-0.04056
Q9DD16,Nucleoside diphosphate-linked moiety X motif 22,Nudt22,0.1549,-0.08674,0.4039,0.05265,0.3276,0.102,0.6893,0.06484
Q9DD18,D-tyrosyl-tRNA(Tyr) deacylase 1,Dtd1,0.3208,-0.06054,0.2369,-0.0746,0.0388,0.2153,0.8401,0.03271
Q9EP52,Twisted gastrulation protein homolog 1,Twsg1,0.3421,0.05793,0.5822,-0.0347,0.0017,-0.3274,0.7468,0.05236
Q9EP53,Hamartin,Tsc1,0.2316,0.07294,0.5854,-0.03441,0.9313,0.00898,0.7553,-0.05055
Q9EP69,Phosphatidylinositide phosphatase SAC1,Sacm1l,0.5384,0.03751,0.7746,0.01807,0.0062,0.2852,0.6841,-0.06598
Q9EP71,Ankycorbin,Rai14,0.1666,-0.08434,0.1728,-0.08598,0.8453,0.02033,0.7951,0.04212
Q9EP72,ER membrane protein complex subunit 7,Emc7,0.2165,0.07536,0.158,0.08906,0.7807,-0.029,0.766,-0.04827
Q9EP82,tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit WDR4,Wdr4,0.8402,-0.01229,0.0214,0.1451,0.0071,-0.2803,0.6552,0.07242
Q9EP89,"Serine beta-lactamase-like protein LACTB, mitochondrial",Lactb,0.938,-0.004741,0.3543,-0.05843,0.1528,-0.1489,0.8989,0.02061
Q9EP97,Sentrin-specific protease 3,Senp3,0.2269,-0.07368,0.3663,-0.05698,0.3662,-0.09411,0.7377,0.05432
Q9EPA7,Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1,Nmnat1,0.4395,0.04714,0.0369,0.1317,0.0001,-0.9842,0.5963,0.0859
Q9EPB5,Serine hydrolase-like protein,Serhl,0.3899,-0.05243,0.9273,0.005754,0.6736,-0.04388,0.8272,-0.03541
Q9EPC1,Alpha-parvin,Parva,0.6077,-0.0313,0.9376,0.004939,0.0834,-0.1803,0.5753,0.09085
Q9EPE9,Manganese-transporting ATPase 13A1,Atp13a1,0.8842,-0.008881,0.7854,0.01717,0.2518,0.1194,0.8863,0.02319
Q9EPJ9,ADP-ribosylation factor GTPase-activating protein 1,Arfgap1,0.7881,0.01639,0.8424,0.01254,0.4418,0.08012,0.7551,0.05059
Q9EPK2,Protein XRP2,Rp2,0.8667,-0.01024,0.991,-0.0007107,0.0009,-0.346,0.1547,-0.2308
Q9EPK5,WW domain-containing transcription regulator protein 1,Wwtr1,0.5631,0.03526,0.5864,-0.03432,0.5987,0.05482,0.4609,0.1196
Q9EPK6,Nucleotide exchange factor SIL1,Sil1,0.1701,-0.08364,0.0274,-0.1391,0.0016,-0.3287,0.2003,-0.2077
Q9EPK7,Exportin-7,Xpo7,0.7042,-0.02315,0.6395,0.02955,0.5082,-0.06892,0.995,-0.001024
Q9EPL8,Importin-7,Ipo7,0.4797,0.0431,0.1593,0.08878,0.0308,0.225,0.7472,0.05227
Q9EPL9,Peroxisomal acyl-coenzyme A oxidase 3,Acox3,0.8661,-0.01028,0.9482,-0.004097,0.7811,0.02894,0.5831,-0.089
Q9EPM5,Syncoilin,Sync,0.5223,-0.03901,0.8302,-0.01352,0.0165,-0.2498,0.6039,0.08412
Q9EPN1,Neurobeachin,Nbea,0.3098,-0.06193,0.9086,0.007241,0.0928,0.1751,0.5312,0.1015
Q9EPQ7,StAR-related lipid transfer protein 5,Stard5,0.7141,0.02234,0.2366,0.07466,0.0061,0.2856,0.7304,0.05589
Q9EPQ8,Transcription factor 20,Tcf20,0.0225,0.1391,0.5399,-0.03866,0.3678,0.09381,0.5287,0.1022
Q9EPR2,Group XIIA secretory phospholipase A2,Pla2g12a,0.9085,0.007011,0.5548,-0.03725,0.0044,0.297,0.9545,-0.009248
Q9EPR4,Solute carrier family 23 member 2,Slc23a2,0.0189,0.1431,0.0099,-0.1627,0.1534,0.1487,0.0955,-0.2704
Q9EPR5,VPS10 domain-containing receptor SorCS2,Sorcs2,0.2465,-0.07067,0.2525,-0.07217,0.0002,-0.3838,0.4057,0.1348
Q9EPS3,D-glucuronyl C5-epimerase,Glce,0.488,0.04228,0.1508,0.09062,0.0302,0.2258,0.8309,-0.03463
Q9EPT5,Solute carrier organic anion transporter family member 2A1,Slco2a1,0.0232,0.1385,0.5145,0.04112,0.0001,0.7083,0.0328,-0.3462
Q9EPU0,Regulator of nonsense transcripts 1,Upf1,0.8886,-0.008543,0.8059,-0.0155,0.8202,0.02367,0.8995,0.02048
Q9EPU4,Cleavage and polyadenylation specificity factor subunit 1,Cpsf1,0.1749,0.08272,0.0369,0.1317,0.4237,0.08334,0.9153,0.01726
Q9EPV8,Ubiquitin-like protein 5,Ubl5,0.2122,-0.07607,0.5223,-0.04035,0.3961,-0.08839,0.6017,0.08465
Q9EPW0,"Type I inositol 3,4-bisphosphate 4-phosphatase",Inpp4a,0.1587,0.08593,0.8234,0.01408,0.2922,-0.1097,0.4299,-0.128
Q9EQ06,Estradiol 17-beta-dehydrogenase 11,Hsd17b11,0.8754,0.009563,0.7587,0.01937,0.0142,-0.2554,0.5398,-0.09944
Q9EQ09,"Oxidized low-density lipoprotein receptor 1;Oxidized low-density lipoprotein receptor 1, soluble form",Olr1,0.0001,0.3219,0.2063,0.07971,0.0001,0.7643,0.5844,0.08871
Q9EQ20,"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial",Aldh6a1,0.1937,-0.07925,0.2736,-0.06906,0.0001,-0.4199,0.9295,0.01435
Q9EQ61,Pescadillo homolog,Pes1,0.485,-0.04258,0.6505,0.02858,0.7077,0.03906,0.391,0.1391
Q9EQ80,NIF3-like protein 1,Nif3l1,0.5941,0.0325,0.7424,0.02073,0.0005,0.362,0.9633,-0.007452
Q9EQC5,N-terminal kinase-like protein,Scyl1,0.8506,-0.01148,0.4786,-0.04469,0.5152,-0.06778,0.7422,0.05336
Q9EQF6,Dihydropyrimidinase-related protein 5,Dpysl5,0.0001,-0.3024,0.7449,-0.02052,0.3432,-0.09873,0.1952,0.2101
Q9EQG3,Sciellin,Scel,0.0962,0.1014,0.9204,0.006303,0.0001,0.8695,0.1422,0.238
Q9EQG7,Ectonucleotide pyrophosphatase/phosphodiesterase family member 5,Enpp5,0.7127,-0.02245,0.9209,-0.006266,0.0001,-0.5034,0.8774,0.02502
Q9EQG9,Collagen type IV alpha-3-binding protein,Col4a3bp,0.8041,-0.01513,0.7891,-0.01687,0.7401,-0.03455,0.9992,0.0001625
Q9EQH2,Endoplasmic reticulum aminopeptidase 1,Erap1,0.2221,-0.07445,0.2972,-0.06575,0.0001,-0.4539,0.7318,0.05559
Q9EQH3,Vacuolar protein sorting-associated protein 35,Vps35,0.5986,-0.0321,0.7884,0.01693,0.5539,-0.06166,0.8927,-0.02189
Q9EQI8,"39S ribosomal protein L46, mitochondrial",Mrpl46,0.6207,0.03017,0.3604,0.05768,0.9641,-0.004692,0.78,-0.04529
Q9EQJ0,Two pore calcium channel protein 1,Tpcn1,0.2536,0.06961,0.0212,0.1454,0.7492,0.0333,0.1328,-0.2438
Q9EQJ9,"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 3",Magi3,0.0792,-0.107,0.9533,0.003691,0.2709,-0.1147,0.9534,-0.009475
Q9EQK5,Major vault protein,Mvp,0.6109,0.03103,0.9473,0.00417,0.2152,-0.1291,0.3977,-0.1372
Q9EQM6,Microprocessor complex subunit DGCR8,Dgcr8,0.5667,0.03493,0.3804,0.05532,0.4098,-0.08586,0.6363,0.07669
Q9EQN3,TSC22 domain family protein 4,Tsc22d4,0.4856,-0.04252,0.447,-0.04797,0.0324,-0.2228,0.8657,-0.02743
Q9EQP2,EH domain-containing protein 4,Ehd4,0.6419,-0.02835,0.7062,-0.02378,0.0028,-0.311,0.7325,0.05544
Q9EQQ2,Protein YIPF5,Yipf5,0.8103,-0.01464,0.228,0.07605,0.4411,0.08023,0.8602,-0.02855
Q9EQQ9,Protein O-GlcNAcase,Mgea5,0.6599,0.02683,0.3252,0.06205,0.2534,0.119,0.8163,0.03767
Q9EQS3,C-Myc-binding protein,Mycbp,0.7291,0.02111,0.7568,0.01953,0.736,0.03511,0.9206,0.01617
Q9EQU5,Protein SET,Set,0.5054,-0.04061,0.6948,0.02475,0.0165,-0.2498,0.4926,0.1113
Q9EQW7,Kinesin-like protein KIF13A,Kif13a,0.6369,-0.02878,0.6135,-0.03186,0.7773,0.02946,0.6668,-0.06981
Q9EQX4,Allograft inflammatory factor 1-like,Aif1l,0.2897,-0.06456,0.0455,0.1262,0.8542,-0.01914,0.2351,0.1926
Q9ER00,Syntaxin-12,Stx12,0.2581,0.06896,0.9342,0.005206,0.7522,0.03289,0.7339,-0.05512
Q9ER38,Torsin-3A,Tor3a,0.6868,0.02458,0.4361,-0.04912,0.037,-0.2172,0.4677,-0.1178
Q9ER39,Torsin-1A,Tor1a,0.8868,0.008682,0.7819,-0.01746,0.9637,-0.004745,0.8381,0.03313
Q9ER41,Torsin-1B,Tor1b,0.6931,0.02406,0.9192,0.006398,0.8862,-0.0149,0.6314,-0.07779
Q9ER62,Tumor necrosis factor receptor superfamily member 22,Tnfrsf22,0.0463,0.1215,0.1007,0.1035,0.0001,0.4392,0.1895,-0.2128
Q9ER63,Tumor necrosis factor receptor superfamily member 23,Tnfrsf23,0.3803,0.05349,0.17,0.08656,0.0001,1.178,0.02,-0.3771
Q9ER64,Oxysterol-binding protein-related protein 5,Osbpl5,0.5456,-0.03685,0.762,-0.0191,0.2631,0.1166,0.9394,-0.01233
Q9ER69,Pre-mRNA-splicing regulator WTAP,Wtap,0.4933,-0.04177,0.6783,0.02616,0.0471,-0.2068,0.7606,0.04942
Q9ER72,"Cysteine--tRNA ligase, cytoplasmic",Cars,0.3706,0.0546,0.572,0.03564,0.0032,0.3067,0.7656,-0.04835
Q9ER73,Elongator complex protein 4,Elp4,0.4853,0.04255,0.6224,0.03106,0.8123,-0.02474,0.4838,0.1136
Q9ER81,"Torsin-1A-interacting protein 2, isoform IFRG15",Tor1aip2,0.5063,0.04052,0.4851,0.04403,0.7124,-0.0384,0.4916,0.1115
Q9ER88,"28S ribosomal protein S29, mitochondrial",Dap3,0.3368,0.05856,0.9635,0.002888,0.8508,-0.01959,0.6507,-0.07342
Q9ERA0,Alpha-globin transcription factor CP2,Tfcp2,0.8084,-0.01478,0.8488,-0.01203,0.526,-0.06605,0.8085,-0.03931
Q9ERA6,Tuftelin-interacting protein 11,Tfip11,0.2612,-0.0685,0.8838,0.009216,0.0117,-0.2627,0.7559,-0.05042
Q9ERB0,Synaptosomal-associated protein 29,Snap29,0.7451,0.01982,0.8854,-0.009089,0.0006,0.3585,0.5602,-0.09446
Q9ERD7,Tubulin beta-3 chain,Tubb3,0.2194,0.07488,0.7965,-0.01627,0.0001,1.006,0.674,-0.06823
Q9ERE7,LDLR chaperone MESD,Mesdc2,0.1912,0.0797,0.3803,0.05533,0.0002,0.3902,0.6776,-0.06741
Q9ERE8,Mesoderm development candidate 1,Mesdc1,0.9447,0.004232,0.7451,0.02051,0.2882,-0.1106,0.6723,-0.0686
Q9ERF3,"WD repeat-containing protein 61;WD repeat-containing protein 61, N-terminally processed",Wdr61,0.7487,-0.01954,0.976,-0.0019,0.7989,-0.02653,0.851,0.03046
Q9ERG0,LIM domain and actin-binding protein 1,Lima1,0.8298,0.01311,0.3977,-0.05335,0.0534,-0.2012,0.5037,-0.1084
Q9ERG2,Striatin-3,Strn3,0.7152,0.02225,0.816,-0.01468,0.4496,0.07876,0.8441,0.0319
Q9ERI5,Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6,Jmjd6,0.4529,0.04577,0.0566,0.1202,0.9802,-0.002586,0.4512,0.1222
Q9ERI6,Retinol dehydrogenase 14,Rdh14,0.8771,0.009431,0.8245,-0.01399,0.3044,-0.107,0.8868,0.02309
Q9ERK4,Exportin-2,Cse1l,0.4258,-0.04856,0.3345,0.06087,0.9385,-0.008039,0.4755,0.1157
Q9ERN0,Secretory carrier-associated membrane protein 2,Scamp2,0.0763,-0.1081,0.3234,-0.06228,0.4563,-0.07759,0.7981,-0.04148
Q9ERR1,Nuclear distribution protein nudE-like 1,Ndel1,0.6246,0.02984,0.9756,0.001926,0.1176,0.163,0.8088,-0.03923
Q9ERR7,15 kDa selenoprotein,Sep-15,0.2129,0.07595,0.5715,0.03569,0.5865,0.05665,0.9628,0.007561
Q9ERS2,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13,Ndufa13,0.8065,0.01493,0.527,0.0399,0.1955,-0.1348,0.7206,-0.05801
Q9ERS5,Pleckstrin homology domain-containing family A member 2,Plekha2,0.6599,0.02683,0.1733,0.08589,0.9551,0.00587,0.6365,-0.07664
Q9ERU3,Zinc finger protein 22,Znf22,0.0001,-0.2867,0.0361,0.1322,0.107,-0.1679,0.3616,0.148
Q9ERU9,E3 SUMO-protein ligase RanBP2,Ranbp2,0.4487,-0.0462,0.9329,0.005314,0.002,-0.3219,0.6065,0.08354
Q9ERV1,Probable E3 ubiquitin-protein ligase makorin-2,Mkrn2,0.9885,-0.0008756,0.9382,0.004887,0.6468,-0.04772,0.7985,-0.04141
Q9ERY9,Probable ergosterol biosynthetic protein 28,ORF11,0.5104,-0.04013,0.1318,0.09507,0.3594,0.09546,0.9181,0.01668
Q9ES00,Ubiquitin conjugation factor E4 B,Ube4b,0.8399,-0.01232,0.9436,-0.00446,0.7677,0.03076,0.8645,0.02767
Q9ES28,Rho guanine nucleotide exchange factor 7,Arhgef7,0.9603,-0.003032,0.5254,-0.04006,0.102,-0.1703,0.9619,-0.007737
Q9ES30,Complement C1q tumor necrosis factor-related protein 3,C1qtnf3,0.6633,0.02655,0.0957,-0.1051,0.0001,-0.4745,0.3434,0.1537
Q9ES34,Ubiquitin-protein ligase E3B,Ube3b,0.1951,-0.07901,0.6373,-0.02974,0.8016,-0.02617,0.7921,0.04275
Q9ES46,Beta-parvin,Parvb,0.1412,-0.08971,0.3563,0.05819,0.0001,0.5001,0.8602,0.02857
Q9ES56,Trafficking protein particle complex subunit 4,Trappc4,0.4556,-0.04549,0.6099,-0.03218,0.7931,0.02732,0.6634,-0.07058
Q9ES70,Serine/threonine-protein kinase Nek6,Nek6,0.894,-0.008128,0.3434,-0.05977,0.002,0.3212,0.9231,0.01565
Q9ES74,Serine/threonine-protein kinase Nek7,Nek7,0.3745,0.05415,0.4255,-0.05026,0.0015,0.3311,0.8214,-0.0366
Q9ES89,Exostosin-like 2,Extl2,0.5163,-0.03958,0.4652,0.04606,0.131,0.1573,0.9924,0.001554
Q9ES97,Reticulon-3,Rtn3,0.5499,0.03646,0.547,-0.03799,0.7665,-0.03093,0.7106,-0.06017
Q9ESC8,AF4/FMR2 family member 4,Aff4,0.9703,-0.002273,0.9263,-0.005835,0.5015,-0.07,0.7863,-0.04396
Q9ESD6,CKLF-like MARVEL transmembrane domain-containing protein 7,Cmtm7,0.6916,0.02419,0.0059,0.1735,0.8392,0.02113,0.5844,-0.0887
Q9ESD7,Dysferlin,Dysf,0.3658,0.05515,0.6919,0.025,0.008,0.2765,0.3688,-0.1457
Q9ESE1,Lipopolysaccharide-responsive and beige-like anchor protein,Lrba,0.3067,-0.06232,0.6546,0.02822,0.0775,-0.1839,0.9746,-0.005166
Q9ESJ0,Exportin-4,Xpo4,0.0866,-0.1045,0.8668,-0.01058,0.9952,-0.0006217,0.9457,0.01105
Q9ESJ4,NCK-interacting protein with SH3 domain,Nckipsd,0.7713,0.01773,0.2673,-0.06997,0.2562,0.1183,0.3657,-0.1467
Q9ESK9,RB1-inducible coiled-coil protein 1,Rb1cc1,0.9652,-0.002658,0.9372,0.004971,0.086,-0.1788,0.7772,-0.04589
Q9ESL4,Mitogen-activated protein kinase kinase kinase MLT,Zak,0.7111,-0.02259,0.6357,-0.02988,0.5501,0.06225,0.4002,0.1364
Q9ESL4,Mitogen-activated protein kinase kinase kinase MLT,Zak,0.6678,0.02617,0.9277,-0.005722,0.2644,0.1162,0.2407,0.1903
Q9ESM6,Glycerophosphoinositol inositolphosphodiesterase GDPD2,Gdpd2,0.0086,0.1602,0.0808,0.1101,0.0001,-0.9749,0.5324,-0.1013
Q9ESN6,Tripartite motif-containing protein 2,Trim2,0.6399,-0.02853,0.6126,-0.03194,0.2947,0.1092,0.6816,-0.06653
Q9ESP1,Stromal cell-derived factor 2-like protein 1,Sdf2l1,0.2063,0.07707,0.6713,0.02676,0.0208,0.2408,0.0278,-0.3568
Q9EST3,Eukaryotic translation initiation factor 4E transporter,Eif4enif1,0.5659,-0.03501,0.2329,-0.07524,0.0255,-0.2327,0.5135,0.106
Q9EST4,Proteasome assembly chaperone 2,Psmg2,0.984,-0.00122,0.8356,0.01309,0.1592,0.1466,0.8615,-0.0283
Q9EST5,Acidic leucine-rich nuclear phosphoprotein 32 family member B,Anp32b,0.7715,-0.01771,0.2362,0.07472,0.0011,-0.3392,0.359,0.1488
Q9ESU6,Bromodomain-containing protein 4,Brd4,0.2184,-0.07505,0.6832,0.02574,0.0001,-0.412,0.4595,0.1199
Q9ESV0,ATP-dependent RNA helicase DDX24,Ddx24,0.6776,0.02535,0.2246,-0.0766,0.9615,0.005023,0.7182,0.05853
Q9ESW4,"Acylglycerol kinase, mitochondrial",Agk,0.4022,0.05108,0.3855,0.05474,0.9334,-0.0087,0.6455,-0.0746
Q9ESW8,Pyroglutamyl-peptidase 1,Pgpep1,0.9692,0.002357,0.9271,-0.005768,0.5401,-0.06381,0.9688,0.006343
Q9ESX5,H/ACA ribonucleoprotein complex subunit 4,Dkc1,0.4641,-0.04464,0.3726,0.05624,0.0201,-0.2422,0.6814,0.06657
Q9ESY9,Gamma-interferon-inducible lysosomal thiol reductase,Ifi30,0.1392,-0.09017,0.4891,-0.04363,0.0234,-0.2361,0.8808,-0.02433
Q9ESZ8,General transcription factor II-I,Gtf2i,0.6532,-0.0274,0.7796,0.01765,0.2952,-0.109,0.5203,0.1042
Q9ET01,"Glycogen phosphorylase, liver form",Pygl,0.3148,-0.06129,0.8039,0.01566,0.0212,-0.24,0.8261,-0.03564
Q9ET22,Dipeptidyl peptidase 2,Dpp7,0.0013,-0.1963,0.0001,-0.2547,0.0001,-0.5985,0.1686,-0.2233
Q9ET26,E3 ubiquitin-protein ligase RNF114,Rnf114,0.5715,-0.0345,0.8163,-0.01465,0.1984,0.134,0.4101,0.1336
Q9ET30,Transmembrane 9 superfamily member 3,Tm9sf3,0.7112,-0.02257,0.2473,0.07297,0.2756,0.1136,0.9698,0.006134
Q9ET54,Palladin,Palld,0.7512,0.01933,0.6205,0.03123,0.0001,0.69,0.9508,0.01001
Q9ET54,Palladin,Palld,0.6515,0.02754,0.1067,0.1018,0.0001,0.7156,0.9387,0.01248
Q9ET54,Palladin,Palld,0.1498,0.08781,0.3542,-0.05844,0.0001,0.4855,0.9775,-0.004572
Q9ET78,Junctophilin-2,Jph2,0.3993,-0.05139,0.9391,0.004816,0.0002,-0.3931,0.7081,-0.06072
Q9JHC9,ETS-related transcription factor Elf-2,Elf2,0.0159,-0.147,0.9735,-0.002095,0.0001,-0.5489,0.3719,0.1448
Q9JHE3,Neutral ceramidase;Neutral ceramidase soluble form,Asah2,0.2345,-0.07249,0.0595,-0.1189,0.0059,-0.2866,0.9447,-0.01125
Q9JHE7,Protein TSSC4,Tssc4,0.6978,-0.02368,0.6218,0.03111,0.0124,-0.2603,0.5333,0.101
Q9JHH9,Coatomer subunit zeta-2,Copz2,0.7914,0.01613,0.7629,-0.01902,0.3631,0.09473,0.7451,-0.05271
Q9JHI5,"Isovaleryl-CoA dehydrogenase, mitochondrial",Ivd,0.6917,-0.02418,0.3,-0.06538,0.1737,-0.1417,0.9203,-0.01623
Q9JHI7,Exosome complex component RRP45,Exosc9,0.6842,0.0248,0.4051,0.05252,0.4961,-0.07089,0.8452,0.03167
Q9JHJ0,Tropomodulin-3,Tmod3,0.9008,0.007603,0.6713,-0.02677,0.675,0.04367,0.5713,-0.09182
Q9JHJ3,Glycosylated lysosomal membrane protein,Glmp,0.2668,-0.06771,0.3024,0.06505,0.5345,0.0647,0.9476,-0.01066
Q9JHK4,Geranylgeranyl transferase type-2 subunit alpha,Rabggta,0.8199,0.01388,0.7264,0.02207,0.3022,0.1075,0.9883,-0.002371
Q9JHL1,Na(+)/H(+) exchange regulatory cofactor NHE-RF2,Slc9a3r2,0.9496,0.003852,0.2611,-0.07088,0.0002,0.3825,0.8614,0.02832
Q9JHP7,KDEL motif-containing protein 1,Kdelc1,0.3916,-0.05224,0.8605,-0.01109,0.0624,-0.1941,0.3272,0.1589
Q9JHQ5,Leucine zipper transcription factor-like protein 1,Lztfl1,0.8255,0.01345,0.6402,-0.02948,0.1681,0.1436,0.7962,-0.04188
Q9JHR7,Insulin-degrading enzyme,Ide,0.5473,-0.03669,0.8232,0.01409,0.1926,-0.1357,0.935,0.01323
Q9JHS3,Ragulator complex protein LAMTOR2,Lamtor2,0.6745,-0.0256,0.6061,0.03253,0.3919,-0.08918,0.7882,-0.04357
Q9JHS4,"ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial",Clpx,0.973,-0.002064,0.5485,0.03784,0.5341,-0.06477,0.8406,0.03262
Q9JHS9,Spliceosome-associated protein CWC15 homolog,Cwc15,0.4277,-0.04836,0.9088,0.007224,0.0057,-0.2879,0.5439,0.09842
Q9JHT5,AMME syndrome candidate gene 1 protein homolog;AMMECR1-like protein,Ammecr1;Ammecr1l,0.4536,-0.04569,0.0043,-0.1801,0.3759,-0.09223,0.4528,-0.1217
Q9JHU2,Palmdelphin,Palmd,0.4033,0.05095,0.8709,0.01025,0.0001,1.24,0.3408,-0.1545
Q9JHU4,Cytoplasmic dynein 1 heavy chain 1,Dync1h1,0.8757,-0.009534,0.805,0.01557,0.3721,0.09297,0.9321,0.01382
Q9JHU9,Inositol-3-phosphate synthase 1,Isyna1,0.944,-0.004285,0.1011,-0.1034,0.5565,0.06125,0.4849,0.1133
Q9JHW2,Omega-amidase NIT2,Nit2,0.9311,0.005271,0.9699,-0.00238,0.9314,0.008964,0.7827,-0.04473
Q9JHW4,Selenocysteine-specific elongation factor,Eefsec,0.6478,-0.02785,0.7342,0.02142,0.4872,-0.07236,0.6578,0.07183
Q9JHW9,Aldehyde dehydrogenase family 1 member A3,Aldh1a3,0.1007,0.1001,0.4972,0.04282,0.0001,1.736,0.0001,-0.7335
Q9JHZ2,Progressive ankylosis protein,Ankh,0.188,0.08028,0.6507,0.02856,0.0001,0.4025,0.6257,0.07911
Q9JI08,Bridging integrator 3,Bin3,0.8013,0.01534,0.5447,-0.03821,0.8181,-0.02396,0.833,0.03419
Q9JI10,Serine/threonine-protein kinase 3;Serine/threonine-protein kinase 3 36kDa subunit;Serine/threonine-protein kinase 3 20kDa subunit,Stk3,0.9244,-0.005787,0.4602,-0.04658,0.5891,-0.05627,0.711,-0.06008
Q9JI11,Serine/threonine-protein kinase 4;Serine/threonine-protein kinase 4 37kDa subunit;Serine/threonine-protein kinase 4 18kDa subunit,Stk4,0.5694,0.03469,0.8955,0.008289,0.0246,0.2341,0.6148,0.0816
Q9JI13,Something about silencing protein 10,Utp3,0.7736,-0.01754,0.61,0.03218,0.7629,-0.03142,0.8187,0.03717
Q9JI19,Acidic fibroblast growth factor intracellular-binding protein,Fibp,0.9954,0.0003485,0.1332,-0.09473,0.0001,-0.4919,0.6753,0.06793
Q9JI33,Netrin-4,Ntn4,0.2227,0.07436,0.5298,-0.03963,0.6818,0.0427,0.5298,-0.1019
Q9JI39,"ATP-binding cassette sub-family B member 10, mitochondrial",Abcb10,0.0649,0.1126,0.3908,0.05412,0.0419,0.2119,0.9323,0.01378
Q9JI44,DNA methyltransferase 1-associated protein 1,Dmap1,0.0692,0.1108,0.2957,-0.06596,0.102,-0.1703,0.3147,0.1631
Q9JI46,Diphosphoinositol polyphosphate phosphohydrolase 1,Nudt3,0.9713,0.002195,0.9957,0.0003416,0.9742,0.003363,0.9792,-0.004231
Q9JI48,Placenta-specific gene 8 protein,Plac8,0.6773,-0.02538,0.0257,-0.1407,0.1266,-0.1591,0.7038,0.06166
Q9JI58,Retinoic acid early-inducible protein 1-delta;Retinoic acid early-inducible protein 1-beta;Retinoic acid early-inducible protein 1-alpha,Raet1d;Raet1b;Raet1a,0.1229,-0.09406,0.2674,0.06995,0.1483,0.1506,0.0072,-0.4358
Q9JI59,Junctional adhesion molecule B,Jam2,0.0564,0.1164,0.5783,0.03506,0.0001,0.634,0.0143,-0.3972
Q9JI74,Kelch-like protein 1,Klhl1,0.2645,0.06803,0.489,0.04365,0.1354,0.1555,0.7718,-0.04704
Q9JI75,Ribosyldihydronicotinamide dehydrogenase [quinone],Nqo2,0.8063,-0.01495,0.2204,-0.0773,0.1934,-0.1355,0.5165,-0.1052
Q9JI78,Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase,Ngly1,0.9229,-0.0059,0.5441,-0.03826,0.4571,-0.07746,0.8585,-0.02892
Q9JI90,E3 ubiquitin-protein ligase RNF14,Rnf14,0.8144,-0.01432,0.9384,-0.004874,0.0144,0.2548,0.8025,-0.04057
Q9JI99,Sphingosine-1-phosphate phosphatase 1,Sgpp1,0.1784,0.08205,0.1612,0.08838,0.2487,0.1201,0.9962,-0.0007726
Q9JIA7,Sphingosine kinase 2,Sphk2,0.3959,0.05176,0.2746,0.06891,0.843,0.02063,0.4167,-0.1317
Q9JIB4,General transcription factor IIH subunit 2,Gtf2h2,0.4005,-0.05127,0.7019,-0.02414,0.0509,-0.2034,0.8233,0.03622
Q9JIF0,Protein arginine N-methyltransferase 1,Prmt1,0.3437,-0.05774,0.1318,0.09507,0.6573,0.04621,0.2413,0.19
Q9JIF3,"Solute carrier family 2, facilitated glucose transporter member 8",Slc2a8,0.7434,0.01996,0.6598,0.02776,0.9393,0.007935,0.732,-0.05554
Q9JIF7,Coatomer subunit beta,Copb1,0.936,-0.0049,0.7079,0.02363,0.1592,0.1466,0.7473,0.05225
Q9JIG7,Coiled-coil domain-containing protein 22,Ccdc22,0.5076,0.0404,0.8765,-0.0098,0.8565,-0.01883,0.4835,-0.1136
Q9JIG8,PRA1 family protein 2,Praf2,0.853,0.0113,0.8162,-0.01466,0.1641,0.1449,0.3142,-0.1632
Q9JIH2,Nuclear pore complex protein Nup50,Nup50,0.7171,-0.02209,0.4819,0.04436,0.516,-0.06766,0.4749,0.1159
Q9JII1,72 kDa inositol polyphosphate 5-phosphatase,Inpp5e,0.3821,-0.05329,0.3008,-0.06527,0.4791,-0.07371,0.304,0.1667
